185,Taichung,2017/01/10,Big mile,2.9,0.73,442.92,20.4,56,31,32.38,7,25.38,2.088,0.262,1.825,1.41,0.74,19.5,0,0,65.47,0
186,Taichung,2017/01/09,West Village,1.5,0.5,0,32.1,38,19,13.67,1.61,12.1,1.885,0.118,1.767,4,1.32,20.2,0,0,68.62,0
187,Taichung,2017/01/09,Chung Ming,2.6,0.56,0,27.6,31,16,18.48,2.94,15.54,1.933,0.13,1.803,2.41,1.11,20.09,0,0,67.96,0
188,Taichung,2017/01/09,Fengyuan,1.6,0.45,0,29,33,15,10.4,1.11,9.28,1.929,0.12,1.808,2.28,1.12,18.95,0,0,68.97,0
189,Taichung,2017/01/09,Deer deer,1.9,0.52,0,33.5,44,18,13.48,1.42,12.06,0,0,0,5.18,1.54,18.68,0,0,72.68,0
190,Taichung,2017/01/09,Big mile,2.3,0.71,448.09,20.1,38,20,27.95,6.91,21.05,2.043,0.222,1.821,1.77,0.92,21.15,0,0,67.61,0
191,Taichung,2017/01/08,West Village,1.6,0.6,0,19.9,52,33,32.81,13.85,18.96,2.102,0.267,1.835,2.16,1.06,22.74,0,0,73.23,0
192,Taichung,2017/01/08,Chung Ming,2,0.72,0,17.2,53,30,36.59,15.25,21.34,2.157,0.264,1.893,1.78,1.1,22.71,0,0,72.24,0
193,Taichung,2017/01/08,Fengyuan,2.2,0.4,0,24.8,40,17,16.96,3.2,13.77,1.95,0.122,1.827,2.04,1.53,21.05,0,0,72.38,0
194,Taichung,2017/01/08,Deer deer,1.1,0.51,0,21.2,48,21,20.16,3.27,16.89,0,0,0,3.46,1.39,21.42,0,0,77.05,0
195,Taichung,2017/01/08,Big mile,2.1,0.63,454.31,18.1,54,26,28.85,8.05,20.8,2.074,0.235,1.839,1.39,0.81,22.74,0,0,70.98,0
196,Taichung,2017/01/07,West Village,2.5,0.59,0,22.2,92,48,31,8.22,22.79,2.09,0.297,1.793,1.17,0.86,22.8,0,0,79.08,0
197,Taichung,2017/01/07,Chung Ming,3,0.75,0,19.2,93,50,38.35,11.08,27.27,2.101,0.283,1.818,1.29,0.92,22.81,0,0,76.82,0
198,Taichung,2017/01/07,Fengyuan,2.2,0.57,0,21,69,42,23.29,3.65,19.64,2.035,0.228,1.807,1.74,1.34,20.42,0,0,77.99,0
199,Taichung,2017/01/07,Deer deer,3,0.51,0,26.1,85,31,21.98,3.96,18,0,0,0,1.78,0.95,21.91,0,0,85.56,0
200,Taichung,2017/01/07,Big mile,4.1,0.68,444.2,17.7,109,52,34.68,7.79,26.9,2.084,0.301,1.783,1.45,1.15,22.48,0,0,76.05,0
201,Taichung,2017/01/06,West Village,2.2,0.44,0,25.8,75,44,28.7,7.68,21.02,2.029,0.277,1.752,1.79,1.08,21.8,0,0,81.73,0
202,Taichung,2017/01/06,Chung Ming,2.7,0.63,0,22.9,80,49,34.33,8.48,25.85,2.07,0.257,1.813,1.78,1.14,21.4,0,0,80.17,0
203,Taichung,2017/01/06,Fengyuan,3.1,0.42,0,25.4,58,36,19.55,3.96,15.59,1.969,0.181,1.788,1.9,1.3,19.75,0,0,78.64,0
204,Taichung,2017/01/06,Deer deer,1.6,0.44,0,26.9,82,37,20.74,3.55,17.19,0,0,0,2.61,1.3,21.27,0,0,86.4,0
205,Taichung,2017/01/06,Big mile,3.4,0.65,450.84,21.3,92,50,33.56,9.82,23.74,2.178,0.361,1.818,1.49,1.11,21.54,0,0,77.35,0
206,Taichung,2017/01/05,West Village,2.7,0.51,0,21.9,101,54,28.01,4.78,23.28,2.025,0.277,1.748,1.38,1.13,21.81,0,0,82.1,0
207,Taichung,2017/01/05,Chung Ming,3.3,0.66,0,20.5,94,58,33.91,7.15,26.76,0,0,0,1.46,1.06,21.64,0,0,80.45,0
208,Taichung,2017/01/05,Fengyuan,3.5,0.93,0,26,87,53,20.6,3.95,16.65,2.047,0.239,1.809,1.79,1.5,19.54,0,0,80.97,0
209,Taichung,2017/01/05,Deer deer,3.6,0.55,0,19.9,109,54,29.09,4.87,24.22,0,0,0,1.68,1.2,21.3,0,0,85.98,0
210,Taichung,2017/01/05,Big mile,3.3,0.72,457.88,16.2,109,55,39.34,11.93,27.4,2.199,0.421,1.779,1.54,1.27,21.61,0,0,77.86,0
211,Taichung,2017/01/04,West Village,1.6,0.44,0,22,55,26,27.79,5.36,22.43,2.057,0.321,1.737,1.39,0.91,22.01,0,0,79.69,0
212,Taichung,2017/01/04,Chung Ming,2.6,0.61,0,19.8,43,29,37.81,11.5,26.31,2.029,0.224,1.804,1.45,1.05,22.17,0,0,77.21,0
213,Taichung,2017/01/04,Fengyuan,2.1,0.37,0,27,50,26,15.19,2.25,12.94,1.918,0.159,1.759,1.59,1.35,19.59,0,0,78.52,0
214,Taichung,2017/01/04,Deer deer,1.8,0.39,0,23.8,51,23,21.01,3.64,17.38,0,0,0,2.38,1.25,21.4,0,0,84.78,0
215,Taichung,2017/01/04,Big mile,2.5,0.71,453.33,18.7,64,34,39.82,13.46,26.35,2.233,0.405,1.828,1.23,1.1,21.82,0,0,76.83,0
216,Taichung,2017/01/03,West Village,0.8,0.4,0,21.8,57,29,27.21,7.01,20.24,1.911,0.188,1.723,2,0.86,22.09,0,0,77.43,0
217,Taichung,2017/01/03,Chung Ming,2,0.52,0,20.2,51,32,30.08,8.53,21.56,2.004,0.211,1.793,1.62,0.95,22.03,0,0,76.2,0
218,Taichung,2017/01/03,Fengyuan,1.9,0.34,0,25.1,44,23,12.92,2.44,10.49,1.875,0.125,1.75,1.55,1.12,19.85,0,0,77.36,0
219,Taichung,2017/01/03,Deer deer,1.8,0.38,0,21.7,55,25,21.38,3.69,17.69,0,0,0,3.41,1.38,21.06,0,0,82,0
220,Taichung,2017/01/03,Big mile,2.5,0.76,465.07,20.5,73,37,41.78,16.44,25.34,2.21,0.366,1.844,1.26,0.8,21.82,0,0,75.19,0
221,Taichung,2017/01/02,West Village,1.4,0.37,0,28.5,76,40,18.13,1.62,16.54,1.841,0.131,1.71,2.2,1.29,21.88,0,0,79.56,0
222,Taichung,2017/01/02,Chung Ming,2.1,0.47,0,26.4,69,40,22.85,4.88,17.98,1.899,0.13,1.769,1.65,1.05,21.68,0,0,78.55,0
223,Taichung,2017/01/02,Fengyuan,2.9,0.36,0,24.3,55,32,13.02,2.3,10.72,1.875,0.109,1.766,1.66,1.2,19.13,0,0,80.35,0
224,Taichung,2017/01/02,Deer deer,1.9,0.38,0,29.8,81,40,17.5,2.26,15.25,0,0,0,2.63,1.23,20.9,0,0,84.07,0
225,Taichung,2017/01/02,Big mile,2,0.55,445.62,22.2,75,42,28.4,8.41,19.99,1.956,0.203,1.754,1.49,0.92,21.81,0,0,75.4,0
226,Taichung,2017/01/01,West Village,2,0.54,0,24.1,58,29,29.77,10.91,18.85,2.153,0.251,1.902,1.52,0.74,21.09,0,0,80.39,0
227,Taichung,2017/01/01,Chung Ming,2.6,0.69,0,22,58,31,38.49,16.08,22.41,2.144,0.232,1.913,1.39,0.95,21.03,0,0,80.13,0
228,Taichung,2017/01/01,Fengyuan,1.8,0.39,0,26.8,45,24,13.21,1.63,11.6,1.882,0.111,1.771,1.79,1.58,18.96,0,0,79.15,0
229,Taichung,2017/01/01,Deer deer,2.1,0.53,0,24.6,63,30,27.25,10.08,17.16,0,0,0,2.29,1.08,20.63,0,0,83.49,0
230,Taichung,2017/01/01,Big mile,2.3,0.67,452.92,22.2,70,39,33.34,12.4,20.95,2.111,0.252,1.86,1.19,0.8,21.13,0,0,77.11,0
231,臺南市,2017/01/10,新營,3.6,0.58,0,24.7,89,43,21.04,1.99,19.04,2.17,0.143,2.027,2.34,1.21,19.07,0,0,72.08,0
232,臺南市,2017/01/10,善化,4.4,0.56,437.16,28,79,45,23.35,4.57,18.78,0,0,0,2.77,1.58,20.52,0,0,75.61,0
233,臺南市,2017/01/10,安南,3.1,0.59,0,29,88,40,22.37,2.9,19.47,2.214,0.169,2.046,2.25,1.05,19.79,0,0,73.51,0
234,臺南市,2017/01/10,臺南,3.2,0.73,0,30.2,74,43,26.31,2.9,23.41,2.2,0.231,1.969,2.2,1.24,19.22,0,0,68.62,0
235,臺南市,2017/01/09,新營,3.3,0.61,0,22.3,80,31,22.55,2.73,19.82,2.165,0.141,2.024,2.46,1.1,19.97,0,0,74.36,0
236,臺南市,2017/01/09,善化,3.8,0.59,445.41,21.7,70,26,23.42,4.19,19.23,0,0,0,2.75,1.78,21.17,0,0,78.01,0
237,臺南市,2017/01/09,安南,3.3,0.61,0,23.7,84,26,21.32,2.9,18.42,2.235,0.152,2.082,2.49,1.29,20.65,0,0,76.19,0
238,臺南市,2017/01/09,臺南,3.7,0.73,0,25,70,29,25.73,3.82,21.91,2.157,0.199,1.958,2.43,1.22,20.03,0,0,71.68,0
239,臺南市,2017/01/08,新營,3.4,0.53,0,21.8,82,44,22.54,4.86,17.68,2.209,0.152,2.057,2.28,1.16,22.16,0,0,75.7,0
240,臺南市,2017/01/08,善化,3.2,0.5,443.28,24.4,75,39,20.32,4.75,15.57,0,0,0,2.56,1.74,22.68,0,0,79.56,0
241,臺南市,2017/01/08,安南,2.7,0.49,0,26.7,80,40,22.11,4.95,17.17,2.291,0.156,2.134,2.24,1.27,22.55,0,0,78.25,0
242,臺南市,2017/01/08,臺南,4.1,0.59,0,28.9,67,43,24.16,3.15,21.01,2.167,0.183,1.984,2.39,1.43,22.3,0,0,71.1,0
243,臺南市,2017/01/07,新營,3.4,0.49,0,25.3,114,59,22.25,3.03,19.22,2.198,0.165,2.032,1.55,0.92,22.06,0,0,80.72,0
244,臺南市,2017/01/07,善化,2.9,0.4,435.84,25.2,89,48,18.4,2.36,16.04,0,0,0,1.86,1.5,22.7,0,0,81.09,0
245,臺南市,2017/01/07,安南,2.8,0.45,0,27.1,92,49,20.48,3.22,17.27,2.197,0.162,2.035,1.94,1.39,22.42,0,0,80.24,0
246,臺南市,2017/01/07,臺南,3.5,0.61,0,30.4,83,57,25.81,3.35,22.46,2.174,0.225,1.948,1.87,1.2,21.95,0,0,74,0
247,臺南市,2017/01/06,新營,3.1,0.44,0,22,115,61,24.75,4.83,19.93,2.143,0.142,2.001,2.04,1.02,20.73,0,0,83.45,0
248,臺南市,2017/01/06,善化,2.4,0.42,437.78,21.8,96,51,22.16,4.41,17.74,0,0,0,2.72,1.69,21.23,0,0,84.73,0
249,臺南市,2017/01/06,安南,2.4,0.44,0,23,103,54,25.68,5.86,19.8,2.257,0.184,2.073,2.02,1.09,20.83,0,0,84.08,0
250,臺南市,2017/01/06,臺南,3,0.61,0,24.8,103,72,31.39,7.68,23.71,2.258,0.281,1.977,2.1,1.16,20.42,0,0,78.91,0
251,臺南市,2017/01/05,新營,1.9,0.36,0,29,78,40,15.32,2.67,12.65,2.027,0.105,1.921,1.9,1.06,21.37,0,0,81.3,0
252,臺南市,2017/01/05,善化,3,0.32,421.03,28.6,67,36,15.22,2.72,12.5,0,0,0,2.31,1.83,21.97,0,0,82.25,0
253,臺南市,2017/01/05,安南,2,0.34,0,29.7,75,37,16.97,3.5,13.45,2.087,0.136,1.951,2.16,1.51,21.35,0,0,83.2,0
254,臺南市,2017/01/05,臺南,2.3,0.5,0,32,68,43,19.23,2.16,17.07,2.101,0.201,1.9,1.87,1.02,20.89,0,0,77.37,0
255,臺南市,2017/01/04,新營,3.2,0.42,0,26.5,85,43,24.77,5.33,19.43,2.141,0.14,2.001,1.68,0.98,21.37,0,0,81.63,0
256,臺南市,2017/01/04,善化,3,0.42,435.15,28.1,82,45,22.23,5.34,16.89,0,0,0,1.63,1.2,21.93,0,0,82.99,0
257,臺南市,2017/01/04,安南,3.5,0.41,0,30,84,39,20.56,4.4,16.17,2.212,0.171,2.041,1.95,1.36,21.61,0,0,82.81,0
258,臺南市,2017/01/04,臺南,3.7,0.57,0,33,80,46,26.17,4.2,21.97,2.204,0.24,1.965,1.84,0.88,20.94,0,0,78.59,0
259,臺南市,2017/01/03,新營,2.2,0.41,0,25,100,41,20.3,2.25,18.05,2.075,0.112,1.963,1.65,0.84,20.92,0,0,84,0
260,臺南市,2017/01/03,善化,2.2,0.4,432.34,25,83,36,17.54,2.28,15.26,0,0,0,1.69,1.33,21.29,0,0,84.63,0
261,臺南市,2017/01/03,安南,2.1,0.43,0,26.5,102,42,19.62,2.56,17.05,2.173,0.182,1.991,1.74,1.28,21.13,0,0,84.47,0
262,臺南市,2017/01/03,臺南,2.7,0.55,0,28,93,52,25.25,2.52,22.72,2.141,0.218,1.924,1.55,1.08,20.41,0,0,80.61,0
263,臺南市,2017/01/02,新營,2.2,0.41,0,27.4,106,49,17.59,2.34,15.25,2.04,0.083,1.957,1.77,0.98,20.92,0,0,83.01,0
264,臺南市,2017/01/02,善化,2.4,0.37,428.84,30.6,101,59,14.43,1.75,12.68,0,0,0,2.29,1.7,21.52,0,0,83.72,0
265,臺南市,2017/01/02,安南,2.3,0.37,0,32.5,99,49,15.34,1.9,13.44,2.066,0.094,1.971,1.92,1.14,21.06,0,0,83.58,0
266,臺南市,2017/01/02,臺南,2.8,0.45,0,37.3,95,58,17.29,1.48,15.81,2.019,0.128,1.891,2.03,1.2,20.44,0,0,78.96,0
267,臺南市,2017/01/01,新營,3.2,0.42,0,28.8,79,35,18.14,3.25,14.88,2.167,0.104,2.063,1.41,0.83,20.46,0,0,84.91,0
268,臺南市,2017/01/01,善化,2.7,0.4,444.93,30.3,70,40,20.19,6.49,13.7,0,0,0,1.56,1.18,20.96,0,0,83.88,0
269,臺南市,2017/01/01,安南,3,0.43,0,32.1,72,30,21.06,5.72,15.34,2.25,0.176,2.074,1.78,1.22,20.81,0,0,83.67,0
270,臺南市,2017/01/01,臺南,2.9,0.61,0,33.9,72,38,27.23,5.79,21.44,2.242,0.235,2.006,1.45,0.96,20.44,0,0,78.31,0
271,高雄市,2017/01/10,左營,4.6,0.8,0,33.5,106,53,31.03,4.87,26.15,2.438,0.24,2.198,2.12,1.53,20.82,0,0,72.48,0
272,高雄市,2017/01/10,楠梓,3.9,0.73,0,28.9,115,53,30.51,5.74,24.77,2.312,0.235,2.077,2.08,1.27,20.64,0,0,71.03,0
273,高雄市,2017/01/10,前金,5.1,0.83,0,32.3,99,49,31.15,5.13,26.03,2.35,0.255,2.095,2.09,1.45,21.3,0,0,70.98,0
274,高雄市,2017/01/10,前鎮,6.4,0.91,0,32.2,108,51,36.14,5.87,30.27,2.435,0.28,2.156,1.63,0.88,21.88,0,0,68.31,0
275,高雄市,2017/01/10,復興,5.5,1.06,0,32.2,101,52,39.61,7.01,32.6,2.474,0.385,2.089,1,0.66,22.1,0,0,71,0
276,高雄市,2017/01/10,小港,8.3,0.82,0,28.5,109,55,47.83,12.85,34.99,2.42,0.325,2.096,1.74,1.23,22.23,0,0,70.95,0
277,高雄市,2017/01/10,鳳山,9,0.87,0,26.6,117,51,40.45,9.8,30.65,2.533,0.397,2.136,1.34,0.71,22.18,0,0,68.71,0
278,高雄市,2017/01/10,林園,5.4,0.63,0,41.7,71,26,27.05,4.36,22.69,2.347,0.196,2.151,2.05,1.78,22.48,0,0,74.04,0
279,高雄市,2017/01/10,大寮,7,0.73,0,28.7,105,45,34.94,6.81,28.14,2.509,0.324,2.186,1.85,1.55,21.46,0,0,73.88,0
280,高雄市,2017/01/10,仁武,5.1,0.68,0,30.9,110,45,39.13,9.27,29.86,2.425,0.28,2.146,1.93,1.49,20.76,0,0,72.39,0
281,高雄市,2017/01/10,橋頭,4.3,0.73,0,26.2,100,56,31.69,5.58,26.11,0,0,0,2.24,1.34,19.89,0,0,71.58,0
282,高雄市,2017/01/10,美濃,2.7,0.63,0,34.8,90,46,15.97,2.95,13.02,0,0,0,1.06,0.88,21.37,0,0,74.54,0
283,高雄市,2017/01/09,左營,4.6,0.81,0,29.2,106,46,31.33,6.1,25.23,2.48,0.239,2.24,1.93,1.57,21.7,0,0,76.15,0
284,高雄市,2017/01/09,楠梓,3.9,0.74,0,27.1,119,46,30.85,7.83,23.02,2.308,0.208,2.101,1.9,1.21,21.6,0,0,74.45,0
285,高雄市,2017/01/09,前金,4.7,0.8,0,32,106,43,29.98,5.26,24.73,2.344,0.242,2.101,2.17,1.36,22.26,0,0,74.87,0
286,高雄市,2017/01/09,前鎮,7.2,0.99,0,27.8,107,47,40.07,6.64,33.45,2.477,0.284,2.194,1.56,1.03,22.64,0,0,72.34,0
287,高雄市,2017/01/09,復興,5.9,1.17,0,27.3,104,48,44,10.37,33.63,2.533,0.413,2.12,0.99,0.74,23.01,0,0,74.36,0
288,高雄市,2017/01/09,小港,8.6,0.8,0,28.4,99,53,46.35,9.79,36.56,2.442,0.336,2.107,1.58,1.19,23.07,0,0,76.04,0
289,高雄市,2017/01/09,鳳山,6.9,0.95,0,25.9,117,47,39.44,8.02,31.42,2.535,0.375,2.16,1.44,0.87,23.21,0,0,72.42,0
290,高雄市,2017/01/09,林園,7.3,0.56,0,37.6,63,24,25.89,3.52,22.37,2.282,0.101,2.181,1.99,1.78,23.35,0,0,78.34,0
291,高雄市,2017/01/09,大寮,7,0.72,0,30.7,100,41,33.97,6.51,27.47,2.468,0.283,2.185,1.78,1.55,22.59,0,0,77.28,0
292,高雄市,2017/01/09,仁武,4.9,0.72,0,27.7,114,38,39.43,13.33,26.06,2.485,0.295,2.189,1.75,1.35,21.76,0,0,75.92,0
293,高雄市,2017/01/09,橋頭,3.7,0.77,0,22.5,109,50,32.27,8.03,24.24,0,0,0,2.05,1.3,20.8,0,0,75.22,0
294,高雄市,2017/01/09,美濃,2,0.52,0,33.3,74,34,13.01,2.18,10.83,0,0,0,0.99,0.77,22.2,0,0,74.52,0
295,高雄市,2017/01/08,左營,2.4,0.46,0,39.1,71,39,16.31,1.77,14.54,2.214,0.125,2.089,2.42,1.85,23.37,0,0,73.36,0
296,高雄市,2017/01/08,楠梓,2.8,0.44,0,33.6,81,35,16.82,2.32,14.49,2.092,0.122,1.97,2.21,1.19,23.75,0,0,70.1,0
297,高雄市,2017/01/08,前金,3.3,0.49,0,39.4,72,36,15.88,1.01,14.85,2.094,0.133,1.961,2.59,1.52,23.93,0,0,71.22,0
298,高雄市,2017/01/08,前鎮,3.3,0.59,0,34.3,66,30,22.68,2.24,20.44,2.196,0.16,2.036,1.74,0.82,24.43,0,0,66.77,0
299,高雄市,2017/01/08,復興,3.6,0.71,0,35.1,60,33,24.22,1.89,22.31,2.23,0.262,1.968,1.17,0.7,24.54,0,0,69.67,0
300,高雄市,2017/01/08,小港,5.5,0.51,0,32.8,73,39,27.86,2.68,25.18,2.181,0.213,1.968,1.8,0.95,24.77,0,0,69.17,0
301,高雄市,2017/01/08,鳳山,3.3,0.52,0,32.5,78,34,19.14,1.37,17.77,2.174,0.181,1.993,1.6,0.74,24.79,0,0,67.06,0
302,高雄市,2017/01/08,林園,4.2,0.37,0,38.5,48,22,18.81,2.1,16.7,2.168,0.067,2.102,2.1,1.61,24.78,0,0,72.44,0
303,高雄市,2017/01/08,大寮,3.2,0.45,0,33.1,71,32,20.72,2.6,18.12,2.253,0.154,2.099,1.88,1.31,24.2,0,0,71.34,0
304,高雄市,2017/01/08,仁武,5.2,0.42,0,33.7,76,35,14.82,3.33,11.51,2.214,0.171,2.043,2.11,1.49,23.87,0,0,70.98,0
305,高雄市,2017/01/08,橋頭,3.3,0.46,0,31.2,74,45,17.53,1.86,15.67,0,0,0,2.32,1.43,22.93,0,0,70.83,0
306,高雄市,2017/01/08,美濃,1.5,0.33,0,32,41,24,9.22,1.33,7.9,0,0,0,0.95,0.81,23.77,0,0,70.53,0
307,高雄市,2017/01/07,左營,3.9,0.55,0,32.3,93,56,22.35,2.56,19.79,2.29,0.195,2.094,1.69,1.28,22.86,0,0,76.94,0
308,高雄市,2017/01/07,楠梓,3.3,0.5,0,25.5,107,52,26.08,5.01,21.07,2.156,0.201,1.954,1.77,1.21,22.85,0,0,73.58,0
309,高雄市,2017/01/07,前金,2.9,0.59,0,33,92,54,20.92,1.62,19.3,2.171,0.198,1.973,1.92,1.16,23.25,0,0,73.94,0
310,高雄市,2017/01/07,前鎮,6.2,0.72,0,24.4,94,53,32.36,3.91,28.45,2.307,0.247,2.061,1.53,0.96,23.39,0,0,71.41,0
311,高雄市,2017/01/07,復興,6.5,0.89,0,23,85,54,36.58,6.34,30.24,2.373,0.373,1.999,1.04,0.63,23.65,0,0,73.45,0
312,高雄市,2017/01/07,小港,7.6,0.58,0,20.7,88,58,39.53,7.51,32.01,2.253,0.27,1.983,1.67,1.07,23.56,0,0,73.76,0
313,高雄市,2017/01/07,鳳山,3.7,0.67,0,23.2,105,47,27.65,3.44,24.2,2.3,0.283,2.016,1.41,0.77,23.74,0,0,72.24,0
314,高雄市,2017/01/07,林園,4.7,0.4,0,33.3,53,25,20.85,2.36,18.49,2.224,0.099,2.124,2.11,1.83,23.83,0,0,75.09,0
315,高雄市,2017/01/07,大寮,5,0.47,0,24.8,89,46,25.19,3.86,21.33,2.338,0.249,2.089,1.65,1.31,23.04,0,0,74.89,0
316,高雄市,2017/01/07,仁武,4.1,0.48,0,26.1,101,52,21.22,5.82,15.4,2.256,0.215,2.04,1.53,1.19,22.89,0,0,74.76,0
317,高雄市,2017/01/07,橋頭,3.9,0.5,0,25.4,93,57,21.97,3.17,18.8,0,0,0,1.87,1.42,22.13,0,0,74.88,0
318,高雄市,2017/01/07,美濃,1.3,0.37,0,30.9,67,35,10.37,0.75,9.65,0,0,0,1.1,0.76,22.91,0,0,74.16,0
319,高雄市,2017/01/06,左營,3.9,0.53,0,29.4,93,57,25.13,4.77,20.35,2.358,0.252,2.106,1.93,1.43,22.55,0,0,76.73,0
320,高雄市,2017/01/06,楠梓,3.1,0.45,0,23.4,95,49,28.22,7.64,20.59,2.17,0.187,1.983,1.9,1.1,22.06,0,0,74.79,0
321,高雄市,2017/01/06,前金,3.7,0.52,0,34,74,0,21.68,2.86,18.82,2.204,0.222,1.981,2.33,1.47,22.69,0,0,75.17,0
322,高雄市,2017/01/06,前鎮,5.3,0.67,0,24.3,89,51,32.62,5.81,26.81,2.348,0.276,2.072,1.75,1.07,23.12,0,0,71.59,0
323,高雄市,2017/01/06,復興,5.5,0.84,0,23.4,80,52,38.16,8.61,29.55,2.422,0.406,2.016,1.13,0.81,23.26,0,0,74.46,0
324,高雄市,2017/01/06,小港,5,0.58,0,19.1,85,55,45.69,10.7,35,2.337,0.307,2.03,1.8,1.1,23.4,6.5,5.54,74.23,84.07
325,高雄市,2017/01/06,鳳山,5,0.64,0,19.3,100,50,34.08,6.1,27.98,2.376,0.337,2.04,1.35,0.9,23.34,0,0,73.06,0
326,高雄市,2017/01/06,林園,6.5,0.34,0,28.8,51,24,22.35,2.19,20.15,2.275,0.097,2.178,2.16,1.68,23.63,0,0,74.81,0
327,高雄市,2017/01/06,大寮,4.3,0.43,0,22.7,81,39,26.96,4.57,22.39,2.331,0.211,2.12,1.75,1.46,22.58,0,0,77.21,0
328,高雄市,2017/01/06,仁武,5.1,0.46,0,23.4,94,47,27.05,10.29,16.76,2.329,0.263,2.065,1.72,1.31,22.35,0,0,75.06,0
329,高雄市,2017/01/06,橋頭,2.6,0.49,0,22.7,84,56,26.79,6.84,19.94,0,0,0,1.93,1.12,21.31,0,0,77.1,0
330,高雄市,2017/01/06,美濃,2,0.3,0,29.8,56,36,11.43,2.09,9.35,0,0,0,0.9,0.72,22.39,0,0,75.09,0
331,高雄市,2017/01/05,左營,2.4,0.46,0,33.3,80,44,18.9,1.18,17.71,2.206,0.161,2.045,2.17,1.69,22.66,0,0,79.11,0
332,高雄市,2017/01/05,楠梓,2.2,0.42,0,27.5,99,47,25.16,4.57,20.59,2.103,0.158,1.945,1.98,1.08,22.09,0,0,75.74,0
333,高雄市,2017/01/05,前金,2.9,0.48,0,34,68,46,18.94,1.31,17.62,2.12,0.166,1.954,2.5,1.53,22.42,0,0,77.11,0
334,高雄市,2017/01/05,前鎮,3.1,0.65,0,29.9,80,43,27.54,3.36,24.18,2.254,0.233,2.021,1.88,0.96,22.76,0,0,73.39,0
335,高雄市,2017/01/05,復興,4.2,0.85,0,28.2,74,46,33.68,6.77,26.91,2.355,0.385,1.97,1.18,0.84,22.98,0,0,75.81,0
336,高雄市,2017/01/05,小港,4,0.6,0,26.3,83,49,36.94,6.38,30.56,2.217,0.262,1.955,1.67,0.76,22.98,0,0,76.05,0
337,高雄市,2017/01/05,鳳山,4.1,0.62,0,23.5,98,44,29.21,3.92,25.29,2.292,0.282,2.011,1.53,0.69,23.01,0,0,75.86,0
338,高雄市,2017/01/05,林園,3.8,0.39,0,33.8,55,24,22.6,2.05,20.54,2.266,0.124,2.141,2.48,1.86,23.27,0,0,76.17,0
339,高雄市,2017/01/05,大寮,3.3,0.43,0,28.5,83,40,25.35,4.58,20.76,2.294,0.216,2.079,2.1,1.46,22.14,0,0,78.72,0
340,高雄市,2017/01/05,仁武,3.4,0.45,0,25.7,89,41,26.68,8.56,18.12,2.29,0.25,2.04,1.87,1.36,22.16,0,0,77.29,0
341,高雄市,2017/01/05,橋頭,2.2,0.45,0,26.5,87,50,24.28,5,19.28,0,0,0,2.06,1.11,21.45,0,0,76.9,0
342,高雄市,2017/01/05,美濃,1.8,0.34,0,29,63,35,11.34,2.98,8.36,0,0,0,0.96,0.73,22.45,0,0,76.49,0
343,高雄市,2017/01/04,左營,4.4,0.58,0,34.4,103,54,26.85,3.85,23,2.366,0.24,2.126,1.72,1.51,22.65,0,0,80.01,0
344,高雄市,2017/01/04,楠梓,3.5,0.52,0,27,120,53,32.45,7.05,25.4,2.244,0.236,2.007,1.76,1.2,22.2,0,0,76.26,0
345,高雄市,2017/01/04,前金,3.9,0.58,0,34.7,87,51,23.53,2.79,20.74,2.209,0.23,1.978,1.75,1.11,22.58,0,0,76.28,0
346,高雄市,2017/01/04,前鎮,7.8,0.77,0,30.1,105,56,38.44,7.13,31.32,2.406,0.322,2.084,1.42,1.09,22.61,0,0,75.13,0
347,高雄市,2017/01/04,復興,6.4,0.92,0,30,98,56,40.6,7.41,33.2,2.465,0.435,2.03,0.89,0.76,22.92,0,0,77.04,0
348,高雄市,2017/01/04,小港,7.3,0.66,0,25,112,60,45.06,8.04,37.02,2.341,0.334,2.007,1.68,1.29,22.75,0,0,77.91,0
349,高雄市,2017/01/04,鳳山,4.6,0.72,0,21.8,118,50,31.6,3.29,28.3,2.463,0.369,2.095,1.08,0.7,23.1,0,0,74.24,0
350,高雄市,2017/01/04,林園,7.7,0.43,0,34.4,62,29,24.26,2.42,21.85,2.337,0.068,2.269,1.87,1.6,22.96,0,0,79.59,0
351,高雄市,2017/01/04,大寮,6.2,0.58,0,27,100,45,33.7,5.54,28.16,2.479,0.325,2.154,1.33,1.07,22.27,0,0,78.32,0
352,高雄市,2017/01/04,仁武,5.3,0.5,0,29.8,101,51,27.72,8.03,19.69,2.405,0.316,2.089,1.48,1.19,22.14,0,0,77.89,0
353,高雄市,2017/01/04,橋頭,4.1,0.52,0,27.5,104,52,28.52,6.29,22.24,0,0,0,1.71,1.29,21.51,0,0,77.34,0
354,高雄市,2017/01/04,美濃,2.2,0.39,0,35.1,75,43,12.07,1.61,10.46,0,0,0,0.89,0.7,22.13,0,0,77.28,0
355,高雄市,2017/01/03,左營,3.2,0.55,0,33.7,105,56,24.27,2.47,21.78,2.315,0.197,2.118,1.65,1.41,21.86,0,0,82.87,0
356,高雄市,2017/01/03,楠梓,3.2,0.58,0,24.4,114,63,37.01,10.06,26.95,2.268,0.25,2.019,1.58,1.18,21.37,0,0,78.97,0
357,高雄市,2017/01/03,前金,2.6,0.59,0,32.9,91,57,24.07,2.37,21.68,2.188,0.2,1.988,1.8,1.27,22.03,0,0,79.45,0
