23,Taipei,2016/12/28,古亭,1.4,0.32,0,28.1,20,9,20.03,4,16.02,1.993,0.09,1.903,2.5,2.31,14.83,0,0,80.12,0
24,Taipei,2016/12/28,中山,1.9,0.51,0,19.5,22,8,37.1,12.16,24.94,2.084,0.164,1.92,2.08,1.84,15.64,0,0,80.42,0
25,Taipei,2016/12/28,大同,2.7,0.91,0,0,36,6,73.99,42.75,31.25,2.312,0.309,2.004,0,0,0,0,0,0,0
26,Taipei,2016/12/28,萬華,3.2,0.38,0,20.2,25,7,31.84,7.53,24.3,0,0,0,2.21,2.03,15.83,0,0,74.02,0
27,Taipei,2016/12/28,陽明,1.6,0.15,412.53,43.2,7,3,1.54,0.67,0.86,0,0,0,0,0,7.4,0.67,4.68,98.57,99.33
28,Taipei,2016/12/28,士林,1.5,0.27,0,33.6,23,5,13.29,2.92,10.36,0,0,0,2.01,1.83,15.17,0,0,71.71,0
29,Taipei,2016/12/27,松山,1.8,0.45,432,22.1,25,15,19.1,4.29,14.81,1.962,0.105,1.857,2.64,2.11,16.4,0,0,78.78,0
30,Taipei,2016/12/27,古亭,2,0.54,0,18.8,27,16,22.81,5.04,17.76,2.071,0.125,1.947,2.99,2.45,16.7,0,0,78.29,0
31,Taipei,2016/12/27,中山,2.1,0.65,0,16.1,24,13,30.05,9.66,20.39,2.125,0.175,1.949,2.03,0.87,17.51,0,0,77.71,0
32,Taipei,2016/12/27,大同,2.7,0.86,0,0,37,10,48.64,25.08,23.56,2.316,0.236,2.08,0,0,0,0,0,0,0
33,Taipei,2016/12/27,萬華,2.7,0.56,0,16.4,27,14,25.76,5.61,20.13,0,0,0,2.46,2.05,17.76,0,0,71.93,0
34,Taipei,2016/12/27,陽明,2,0.35,425.9,31.5,9,5,5.18,0.34,4.82,0,0,0,0,0,8.48,1.93,4.17,98.53,68.61
35,Taipei,2016/12/27,士林,1.1,0.48,0,23.1,23,13,14.38,1.95,12.42,0,0,0,1.93,0.62,16.85,0,0,71.18,0
36,Taipei,2016/12/26,松山,4.1,0.57,431.7,37.1,46,19,33.25,7.1,26.15,2.037,0.17,1.867,1.57,1.15,23.19,0,0,71.11,0
37,Taipei,2016/12/26,古亭,3.8,0.68,0,34.9,51,27,35.6,9.07,26.53,2.242,0.251,1.991,1.66,1.33,22.88,0,0,72.31,0
38,Taipei,2016/12/26,中山,3.9,0.9,0,26.3,50,26,51.41,17.14,34.26,2.278,0.281,1.997,1.77,1.26,23.6,0,0,75.4,0
39,Taipei,2016/12/26,大同,4.1,1.36,0,0,60,23,72.08,33.6,38.49,2.597,0.463,2.135,0,0,0,0,0,0,0
40,Taipei,2016/12/26,萬華,3.9,0.78,0,28.1,46,23,41.39,10.18,31.21,0,0,0,1.61,1.27,23.56,0,0,72.49,0
41,Taipei,2016/12/26,陽明,2.3,0.29,417.89,56.5,20,16,5.78,0.53,5.18,0,0,0,0,0,15.19,0,0,87.12,0
42,Taipei,2016/12/26,士林,2.6,0.43,0,38.1,45,23,18.24,1.81,16.43,0,0,0,1.94,1.78,23,0,0,72.52,0
43,Taipei,2016/12/25,松山,1.7,0.37,422.11,29.2,28,11,17.06,3.15,13.91,1.896,0.08,1.816,1.83,1.24,22.47,0,0,65.99,0
44,Taipei,2016/12/25,古亭,1.6,0.34,0,33.6,29,12,14.34,2.66,11.68,1.951,0.069,1.882,2.81,2.58,22.8,0,0,63.82,0
45,Taipei,2016/12/25,中山,1.5,0.49,0,26.1,28,11,23.94,5.99,17.95,2.02,0.122,1.898,2.58,2.34,23.35,0,0,68.59,0
46,Taipei,2016/12/25,大同,2.4,0.75,0,0,42,10,49.78,24.29,25.49,2.182,0.199,1.983,0,0,0,0,0,0,0
47,Taipei,2016/12/25,萬華,1.4,0.41,0,20.5,25,11,23.97,4.43,19.54,0,0,0,2.74,2.62,23.56,0,0,64.28,0
48,Taipei,2016/12/25,陽明,1.9,0.21,413.19,39.3,14,8,2.03,0.59,1.41,0,0,0,0,0,12.97,0,0,89.86,0
49,Taipei,2016/12/25,士林,1.4,0.26,0,39.8,25,10,6.9,0.97,5.92,0,0,0,2.95,2.84,23.26,0,0,64.09,0
50,Taipei,2016/12/24,松山,0.8,0.42,424.17,35.1,46,17,17.74,2.82,14.91,1.925,0.087,1.838,2.37,1.76,19.3,0,0,61.44,0
51,Taipei,2016/12/24,古亭,1.9,0.37,0,41.1,43,19,12.8,2.16,10.64,1.963,0.066,1.897,3.89,3.7,19.29,0,0,62.39,0
52,Taipei,2016/12/24,中山,1.1,0.54,0,31.2,46,21,25.63,5.89,19.74,2.036,0.133,1.903,3.08,2.83,19.87,0,0,66.61,0
53,Taipei,2016/12/24,大同,1.8,0.67,0,0,59,14,41.35,16.85,24.5,2.169,0.17,1.999,0,0,0,0,0,0,0
54,Taipei,2016/12/24,萬華,1.7,0.43,0,27.5,41,23,23.32,3.88,19.44,0,0,0,3.63,3.4,20.07,0,0,61.02,0
55,Taipei,2016/12/24,陽明,3,0.27,418.43,46.3,26,17,3.59,0.87,2.72,0,0,0,0,0,9.06,0,0,91.07,0
56,Taipei,2016/12/24,士林,3,0.32,0,44.5,61,19,8.53,1.05,7.48,0,0,0,3.91,3.82,19.5,0,0,62.28,0
57,Taipei,2016/12/23,松山,4,0.61,433.94,37.6,70,39,20.91,3.34,17.57,2.072,0.119,1.953,2.59,1.96,18.66,0,0,60.24,0
58,Taipei,2016/12/23,古亭,2.7,0.59,0,43.1,68,37,15.88,2.47,13.41,2.147,0.112,2.035,3.86,3.57,18.45,0,0,62.09,0
59,Taipei,2016/12/23,中山,3.3,0.8,0,32.5,71,42,30.78,7.21,23.57,2.199,0.171,2.028,2.99,2.62,19.12,0,0,66.45,0
60,Taipei,2016/12/23,大同,4.6,0.99,0,0,85,27,54.13,24.82,29.32,2.36,0.241,2.118,0,0,0,0,0,0,0
61,Taipei,2016/12/23,萬華,4,0.67,0,33.7,71,41,26.79,4.09,22.7,0,0,0,3.69,3.3,19.31,0,0,60.54,0
62,Taipei,2016/12/23,陽明,2.4,0.49,428.35,51.7,46,37,3.4,0.79,2.62,0,0,0,0,0,10.62,0,0,91.48,0
63,Taipei,2016/12/23,士林,2.9,0.53,0,48.8,66,36,9.05,1.32,7.72,0,0,0,3.56,3.35,18.48,0,0,62.26,0
64,Taipei,2016/12/22,松山,1.6,0.63,444.35,16.5,35,17,31.6,9.45,22.15,2.128,0.201,1.928,1.73,1.3,21.25,0,0,82.61,0
65,Taipei,2016/12/22,古亭,2.4,0.65,0,18.3,36,19,28.24,5.5,22.74,2.193,0.205,1.988,2.14,1.62,21.18,0,0,83.44,0
66,Taipei,2016/12/22,中山,1.7,0.88,0,15.1,32,20,42.54,16.41,26.13,2.267,0.286,1.98,1.78,1.19,21.88,0,0,85.23,0
67,Taipei,2016/12/22,大同,2.7,1.13,0,0,48,14,60.71,33.25,27.46,2.472,0.385,2.087,0,0,0,0,0,0,0
68,Taipei,2016/12/22,萬華,1.3,0.69,0,16.6,31,18,31.98,7.44,24.54,0,0,0,2.06,1.66,22.07,0,0,81.17,0
69,Taipei,2016/12/22,陽明,1.3,0.29,422.53,33.4,6,3,3.02,0.78,2.19,0,0,0,0,0,14.93,0.73,4.52,96.42,16.47
70,Taipei,2016/12/22,士林,1.4,0.49,0,23.7,23,16,17.47,2.79,14.68,0,0,0,1.6,1,21.31,0,0,79.44,0
71,Taipei,2016/12/21,松山,2,0.42,423.18,28,34,19,21.31,4.03,17.28,1.93,0.12,1.81,1.64,1,25.77,0,0,69.68,0
72,Taipei,2016/12/21,古亭,2.8,0.49,0,27.3,42,19,26.22,5.84,20.38,2.069,0.161,1.908,1.82,1.67,25.78,0,0,69.23,0
73,Taipei,2016/12/21,中山,3,0.7,0,23.5,42,22,36.74,10.26,26.48,2.17,0.239,1.931,2,1.55,26.16,0,0,74.01,0
74,Taipei,2016/12/21,大同,3.7,1.43,0,0,63,22,76.6,39.26,37.34,2.573,0.507,2.065,0,0,0,0,0,0,0
75,Taipei,2016/12/21,萬華,2.9,0.59,0,23.8,44,26,29.4,5.13,24.27,0,0,0,1.6,1.36,26.2,0,0,71.3,0
76,Taipei,2016/12/21,陽明,1.7,0.17,415.23,37.9,9,6,2.69,0.68,1.99,0,0,0,0,0,18.99,0,0,89.83,0
77,Taipei,2016/12/21,士林,2.8,0.39,0,35.7,44,23,16.85,2.45,14.4,0,0,0,2.37,2.14,25.51,0,0,72.24,0
78,Taipei,2016/12/20,松山,1.1,0.39,419,19.2,20,7,25.9,8.11,17.79,1.958,0.14,1.818,1.86,1.39,24.28,0,0,74.78,0
79,Taipei,2016/12/20,古亭,1,0.4,0,21.7,12,5,25.23,7.8,17.44,2,0.111,1.889,2.75,2.48,24.55,0,0,72.87,0
80,Taipei,2016/12/20,中山,0.7,0.55,0,17.7,13,5,32.13,11.12,21,2.065,0.18,1.885,2.54,2.27,25.3,0,0,76.06,0
81,Taipei,2016/12/20,大同,2.3,0.85,0,0,36,4,54.51,29.31,25.19,2.326,0.309,2.017,0,0,0,0,0,0,0
82,Taipei,2016/12/20,萬華,0.8,0.42,0,19.1,15,8,29.05,8.98,20.08,0,0,0,3.03,2.71,25.37,0,0,73.21,0
83,Taipei,2016/12/20,陽明,1.2,0.14,411.11,35.4,6,3,1.27,0.4,0.87,0,0,0,0,0,17.92,0,0,93.21,0
84,Taipei,2016/12/20,士林,1.6,0.19,0,33.6,15,5,7.82,1.34,6.46,0,0,0,2.99,2.74,25.25,0,0,70.52,0
85,Taipei,2016/12/19,松山,1.8,0.52,431.35,16.7,14,7,35.51,14.47,21.03,2.146,0.194,1.952,1.39,1.02,22.06,0,0,71.86,0
86,Taipei,2016/12/19,古亭,1.4,0.7,0,15,22,10,42.91,17.92,24.98,2.241,0.244,1.998,1.65,1.5,22.09,0,0,70.62,0
87,Taipei,2016/12/19,中山,2.2,0.82,0,12,17,7,51.22,22.12,29.11,2.405,0.306,2.1,1.95,1.55,23.18,0,0,72.4,0
88,Taipei,2016/12/19,大同,3.7,1.74,0,0,36,9,107.62,71.65,35.97,2.857,0.614,2.243,0,0,0,0,0,0,0
89,Taipei,2016/12/19,萬華,2.5,0.66,0,0,21,8,45.01,16.12,28.89,0,0,0,1.59,1.35,23.22,0,0,68.72,0
90,Taipei,2016/12/19,陽明,1.1,0.14,410.75,40.5,5,3,1.88,0.69,1.15,0,0,0,0,0,17.19,0,0,84.39,0
91,Taipei,2016/12/19,士林,1.3,0.55,0,25.2,22,11,33.93,16.14,17.78,0,0,0,1.78,1.61,22.56,0,0,69.37,0
92,Taipei,2016/12/18,松山,1.1,0.49,429.77,20.7,21,7,30.23,8.77,21.46,2.078,0.154,1.924,1.45,1.02,20.74,0,0,63.53,0
93,Taipei,2016/12/18,古亭,1.6,0.48,0,24.6,21,9,31.6,9.29,22.31,2.169,0.165,2.003,1.63,1.4,21.45,0,0,61.07,0
94,Taipei,2016/12/18,中山,1.1,0.61,0,21.2,21,7,37.39,10.96,26.43,2.245,0.204,2.042,1.77,1.46,22.34,0,0,62.99,0
95,Taipei,2016/12/18,大同,3.3,1.01,0,0,35,8,77.13,42.88,34.25,2.52,0.346,2.173,0,0,0,0,0,0,0
96,Taipei,2016/12/18,萬華,1.8,0.5,0,20.6,22,10,37.85,10.73,27.11,0,0,0,1.7,1.45,22.66,0,0,58.28,0
97,Taipei,2016/12/18,陽明,1.7,0.16,411.9,43.8,8,4,2.01,0.72,1.28,0,0,0,0,0,14.33,0,0,79.09,0
98,Taipei,2016/12/18,士林,1.3,0.26,0,38.9,22,7,12.46,3.01,9.46,0,0,0,1.95,1.68,22.27,0,0,59.22,0
99,Taipei,2016/12/17,松山,2,0.42,424.03,25.1,35,14,24.78,4.28,20.51,1.98,0.128,1.852,1.62,1.18,18.23,0,0,59.23,0
100,Taipei,2016/12/17,古亭,1.2,0.3,0,35.2,30,14,14.04,3.02,11.01,1.996,0.097,1.899,3.37,3.18,18.09,0,0,60.64,0
101,Taipei,2016/12/17,中山,1.7,0.5,0,24.5,33,15,27.98,5.87,22.11,2.079,0.159,1.921,2.79,2.6,18.91,0,0,63.5,0
102,Taipei,2016/12/17,大同,3.2,0.94,0,0,52,12,67.86,35.82,32.04,2.33,0.288,2.042,0,0,0,0,0,0,0
103,Taipei,2016/12/17,萬華,1.7,0.43,0,22.9,35,13,29.79,6.27,23.52,0,0,0,2.3,2.13,19.22,0,0,57.43,0
104,Taipei,2016/12/17,陽明,2.5,0.2,414.77,42.4,17,10,3.17,0.6,2.49,0,0,0,0,0,9.37,0,0,84.87,0
105,Taipei,2016/12/17,士林,1.7,0.23,0,40.8,30,14,7.71,1.2,6.5,0,0,0,3.34,3.11,18.94,0,0,58.13,0
106,Taipei,2016/12/16,松山,2.7,0.41,424.81,30.4,48,21,21.16,3.22,17.95,1.951,0.104,1.847,2.25,1.94,15.27,0,0,54.52,0
107,Taipei,2016/12/16,古亭,2,0.42,0,29.3,49,24,23.49,4.07,19.42,2.017,0.107,1.91,2.66,2.14,14.9,0,0,58.06,0
108,Taipei,2016/12/16,中山,1.4,0.57,0,24.1,43,22,34.62,10.2,24.42,2.049,0.151,1.898,2.07,0.99,15.75,0,0,60.5,0
109,Taipei,2016/12/16,大同,3.1,0.69,0,0,59,22,54.39,27.82,26.58,2.178,0.182,1.996,0,0,0,0,0,0,0
110,Taipei,2016/12/16,萬華,2.4,0.47,0,25.4,52,22,28.41,5.94,22.47,0,0,0,2.41,2.12,16.01,0,0,53.81,0
111,Taipei,2016/12/16,陽明,2.3,0.27,420.07,42.2,28,21,4.83,0.73,4.08,0,0,0,0,0,6.36,0,0,87.04,0
112,Taipei,2016/12/16,士林,2.8,0.32,0,38.6,47,23,11.18,2.03,9.16,0,0,0,2.63,1.75,15.24,0,0,56.14,0
113,Taipei,2016/12/15,松山,1.7,0.39,424.08,30.8,49,22,16.78,1.76,15.02,1.952,0.095,1.857,2.19,1.78,15.2,0,0,66.59,0
114,Taipei,2016/12/15,古亭,1.7,0.46,0,26.4,46,26,22.72,4.3,18.42,2.051,0.125,1.926,2.22,1.8,14.95,0,0,70.86,0
115,Taipei,2016/12/15,中山,1.9,0.54,0,24.9,43,22,27.8,6.95,20.84,2.036,0.143,1.893,1.8,0.66,15.8,0,0,70.29,0
116,Taipei,2016/12/15,大同,2.8,0.74,0,0,59,16,50.85,27.2,23.65,2.2,0.212,1.988,0,0,0,0,0,0,0
117,Taipei,2016/12/15,萬華,2.3,0.47,0,24.1,42,23,24.89,5.02,19.86,0,0,0,2.03,1.67,16.04,0,0,64.18,0
118,Taipei,2016/12/15,陽明,2.2,0.28,421.43,40.2,23,18,4.68,1.63,3.04,0,0,0,0,0,6.84,0.55,3.67,97.65,240.58
119,Taipei,2016/12/15,士林,1.8,0.33,0,36.8,41,19,9.66,1.88,7.79,0,0,0,1.92,0.82,15.27,0,0,64.11,0
120,Taipei,2016/12/14,松山,0.5,0.39,422.21,29.6,32,13,18.86,3.42,15.44,1.953,0.104,1.849,2.01,1.7,18.63,0,0,70.88,0
121,Taipei,2016/12/14,古亭,2,0.44,0,26.7,31,15,23.35,4.61,18.74,2.042,0.123,1.919,2.13,1.72,18.57,0,0,72.53,0
122,Taipei,2016/12/14,中山,2.2,0.59,0,23.5,30,12,30.23,8.66,21.58,2.071,0.159,1.911,1.55,0.8,19.39,0,0,73.07,0
123,Taipei,2016/12/14,大同,2.1,0.92,0,0,41,10,56.92,31.05,25.87,2.274,0.275,1.999,0,0,0,0,0,0,0
124,Taipei,2016/12/14,萬華,1,0.47,0,24,26,11,26.75,5.18,21.57,0,0,0,1.78,1.54,19.62,0,0,67.75,0
125,Taipei,2016/12/14,陽明,1.7,0.27,419.26,40.1,0,8,3.79,0.91,2.89,0,0,0,0,0,11.22,0.67,4,97.65,142.43
126,Taipei,2016/12/14,士林,1.4,0.39,0,32.2,27,12,13.71,2.33,11.38,0,0,0,1.52,0.71,18.88,0,0,68.67,0
127,Taipei,2016/12/13,松山,3.7,0.48,430.44,18.8,39,18,30.43,6.25,24.18,2.053,0.179,1.875,1.4,1.05,20.47,0,0,77.35,0
128,Taipei,2016/12/13,古亭,1.7,0.56,0,20.7,36,19,31.33,8.09,23.24,2.092,0.184,1.909,1.71,1.39,20.32,0,0,75.61,0
129,Taipei,2016/12/13,中山,2.2,0.7,0,16,41,21,40.89,11.48,29.41,2.222,0.236,1.986,1.42,0.82,21.04,0,0,79.91,0
130,Taipei,2016/12/13,大同,3.1,1.55,0,0,53,22,87.13,53.3,33.83,2.624,0.509,2.115,0,0,0,0,0,0,0
131,Taipei,2016/12/13,萬華,2,0.65,0,17.1,35,19,38.74,9.38,29.36,0,0,0,1.13,0.86,21.3,0,0,73.9,0
132,Taipei,2016/12/13,陽明,2.3,0.19,410.48,39.9,0,9,3.33,0.58,2.79,0,0,0,0,0,14.49,0,0,81.25,0
133,Taipei,2016/12/13,士林,2.1,0.59,0,18,31,18,29.33,7.16,22.17,0,0,0,1.09,0.95,20.29,0,0,76.16,0
134,Taipei,2016/12/12,松山,4,0.64,434.97,25.1,42,20,41.7,14.43,27.27,2.17,0.22,1.95,1.29,0.98,21.84,0,0,75.01,0
135,Taipei,2016/12/12,古亭,2.7,0.68,0,27,49,24,37.18,9.6,27.58,2.244,0.257,1.987,1.58,1.23,21.75,0,0,75.28,0
136,Taipei,2016/12/12,中山,3.3,0.77,0,22.3,37,23,43.09,12.93,30.16,2.284,0.265,2.019,1.53,0.99,22.36,0,0,78.87,0
137,Taipei,2016/12/12,大同,3.5,1.66,0,0,59,22,84.13,49.02,35.12,2.809,0.57,2.239,0,0,0,0,0,0,0
138,Taipei,2016/12/12,萬華,3.4,0.75,0,24.4,40,20,38.2,9.06,29.14,0,0,0,1.33,0.94,22.63,0,0,74.16,0
139,Taipei,2016/12/12,陽明,2,0.19,412.66,46,16,11,3.23,0.7,2.51,0,0,0,0,0,15.93,0,0,85.68,0
140,Taipei,2016/12/12,士林,2.4,0.47,0,31.9,41,18,25.78,7.22,18.56,0,0,0,1.6,1.53,22.01,0,0,74.13,0
141,Taipei,2016/12/11,松山,1.3,0.32,419.39,30.9,29,11,19.73,3.49,16.24,1.904,0.086,1.818,1.68,1.23,19.8,0,0,82.87,0
142,Taipei,2016/12/11,古亭,1.3,0.28,0,36.3,27,14,14.09,1.88,12.21,1.936,0.062,1.874,2.96,2.73,19.7,0,0,82.84,0
143,Taipei,2016/12/11,中山,1.6,0.39,0,28,30,12,24.06,3.67,20.37,1.993,0.111,1.881,2.58,2.18,20.54,0,0,84.91,0
144,Taipei,2016/12/11,大同,2.4,0.7,0,0,47,13,50.36,25.04,25.32,2.177,0.202,1.975,0,0,0,0,0,0,0
145,Taipei,2016/12/11,萬華,1.9,0.34,0,27.7,33,14,23.8,3.62,20.17,0,0,0,2.6,2.35,20.8,0,0,80.1,0
146,Taipei,2016/12/11,陽明,2.4,0.15,412.2,47.4,7,4,1.42,0.28,1.17,0,0,0,0,0,13.85,1.7,3.94,99.36,104.98
147,Taipei,2016/12/11,士林,1.5,0.19,0,44.4,28,10,6.85,1.87,4.98,0,0,0,3.28,3.09,20.98,0,0,72.67,0
148,Taipei,2016/12/10,松山,1.8,0.37,421.6,38.7,51,24,18.85,2.22,16.64,1.933,0.096,1.837,2.03,1.47,21.1,0,0,76.6,0
149,Taipei,2016/12/10,古亭,1.5,0.37,0,41.6,42,20,16.33,2.11,14.23,1.957,0.078,1.879,3.16,2.87,20.81,0,0,79.1,0
150,Taipei,2016/12/10,中山,1.1,0.47,0,36.9,48,22,21.79,2.8,18.99,2.01,0.121,1.889,2.83,2.54,21.73,0,0,79.81,0
151,Taipei,2016/12/10,大同,3.3,0.7,0,0,65,21,47.18,19.12,28.06,2.191,0.202,1.989,0,0,0,0,0,0,0
152,Taipei,2016/12/10,萬華,2.4,0.41,0,35.4,48,22,25.12,3.94,21.19,0,0,0,3.2,2.89,21.89,0,0,75.87,0
153,Taipei,2016/12/10,陽明,1.2,0.22,415.17,54.6,11,5,2.29,0.34,1.84,0,0,0,0,0,14.36,2,3.86,99.09,139.73
154,Taipei,2016/12/10,士林,4.7,0.27,0,50.1,45,21,10.88,2.66,8.21,0,0,0,3.63,3.61,21.83,0,0,70.84,0
155,Taipei,2016/12/09,松山,2,0.37,419.6,26.3,23,10,26.19,5.62,20.57,1.948,0.119,1.829,2.07,1.58,21.14,0,0,75.55,0
156,Taipei,2016/12/09,古亭,2.4,0.3,0,32.3,23,9,19.85,3.61,16.24,1.947,0.086,1.861,2.99,2.77,21.09,0,0,75.42,0
157,Taipei,2016/12/09,中山,1.9,0.52,0,24.1,23,8,31.69,7.78,23.92,2.048,0.168,1.879,2.42,2.07,21.95,0,0,76.74,0
158,Taipei,2016/12/09,大同,2.8,0.89,0,0,39,7,65.95,35.05,30.9,2.313,0.308,2.005,0,0,0,0,0,0,0
159,Taipei,2016/12/09,萬華,1.4,0.4,0,24.8,24,11,29.71,6.41,23.3,0,0,0,2.93,2.61,22.18,0,0,72.91,0
160,Taipei,2016/12/09,陽明,1.1,0.11,409.69,46.9,8,4,1.47,0.33,1.06,0,0,0,0,0,14.29,0.5,4.09,97.82,63.76
161,Taipei,2016/12/09,士林,2.9,0.2,0,39.8,23,8,10.78,1.53,9.26,0,0,0,2.76,2.32,21.75,0,0,69.95,0
162,Taipei,2016/12/08,松山,4.1,0.34,420.66,23.8,24,12,27.13,5.54,21.59,1.94,0.123,1.817,1.86,1.35,20.48,0,0,78.2,0
163,Taipei,2016/12/08,古亭,3.2,0.37,0,27.7,20,10,23.1,4.77,18.33,1.974,0.098,1.876,2.78,2.53,20.31,0,0,79.37,0
164,Taipei,2016/12/08,中山,4.6,0.5,0,21.7,26,8,34.05,9.65,24.4,2.032,0.161,1.871,2.38,2.05,21.1,0,0,81.05,0
165,Taipei,2016/12/08,大同,5,1.06,0,0,39,7,71.43,40.94,30.49,2.352,0.367,1.985,0,0,0,0,0,0,0
166,Taipei,2016/12/08,萬華,4.2,0.4,0,22.5,25,9,31.99,8.2,23.79,0,0,0,2.32,2.12,21.32,0,0,76.73,0
167,Taipei,2016/12/08,陽明,1.5,0.12,410.02,45.5,5,2,1.6,0.38,1.13,0,0,0,0,0,14.06,0.67,4.07,99.38,95.52
168,Taipei,2016/12/08,士林,1.6,0.22,0,38.4,19,6,9.12,0.7,8.4,0,0,0,2.28,2.23,20.94,0,0,73.65,0
169,Taipei,2016/12/07,松山,2.4,0.35,420.54,30,39,14,22.45,3.72,18.72,1.946,0.117,1.829,2.03,1.52,20.06,0,0,69.04,0
170,Taipei,2016/12/07,古亭,1.5,0.33,0,36.7,36,16,15.82,3.12,12.7,1.948,0.074,1.874,3.36,3.14,19.76,0,0,71.6,0
171,Taipei,2016/12/07,中山,4,0.47,0,26.8,36,16,30.54,7.73,22.79,2.013,0.14,1.873,2.82,2.52,20.61,0,0,72.98,0
172,Taipei,2016/12/07,大同,3.7,0.79,0,0,56,12,53.76,26.86,26.9,2.225,0.248,1.977,0,0,0,0,0,0,0
173,Taipei,2016/12/07,萬華,3.1,0.37,0,28.8,44,17,0,0,0,0,0,0,3.07,2.83,20.78,0,0,68.67,0
174,Taipei,2016/12/07,陽明,1.6,0.15,411.86,45.8,11,6,1.78,0.69,1.09,0,0,0,0,0,12.38,0.5,3.91,98.89,243.84
175,Taipei,2016/12/07,士林,0.7,0.22,0,43.8,32,13,7.38,1.11,6.23,0,0,0,3.28,3,20.08,0,0,68.44,0
176,Taipei,2016/12/06,松山,2.2,0.5,427.05,35,75,34,21.6,3.08,18.53,1.996,0.121,1.874,2.12,1.8,20.13,0,0,63.26,0
177,Taipei,2016/12/06,古亭,2.4,0.51,0,35.9,80,40,21.57,3.44,18.13,2.069,0.126,1.943,2.57,2.16,19.88,0,0,65.32,0
178,Taipei,2016/12/06,中山,2.8,0.65,0,28.8,76,41,31.45,6.34,25.12,2.117,0.176,1.941,1.96,1.25,20.66,0,0,67.61,0
179,Taipei,2016/12/06,大同,3,0.82,0,0,91,27,46.33,20.89,25.44,2.234,0.215,2.018,0,0,0,0,0,0,0
180,Taipei,2016/12/06,萬華,2.1,0.57,0,30.1,77,36,0,0,0,0,0,0,2.48,2.21,20.9,0,0,62.58,0
181,Taipei,2016/12/06,陽明,1.9,0.34,420.18,48.1,49,36,3.75,0.48,3.22,0,0,0,0,0,12.15,0,0,91.62,0
